Structure,File,Line,Text
TDVPS,td_dispatcher/vm_exits/tdg_vm_rd_wr.c,55,local_data_ptr->vp_ctx.tdvps->guest_state.gpr_state.r8 = 0;
TDVPS,td_dispatcher/vm_exits/tdg_vm_rd_wr.c,83,local_data_ptr->vp_ctx.tdvps->guest_state.gpr_state.rdx =
TDVPS,td_dispatcher/vm_exits/tdg_vm_rd_wr.c,111,local_data_ptr->vp_ctx.tdvps->guest_state.gpr_state.rdx =
TDVPS,td_dispatcher/vm_exits/tdg_vm_rd_wr.c,122,local_data_ptr->vp_ctx.tdvps->guest_state.gpr_state.r8 = rd_value;
TDVPS,td_dispatcher/vm_exits/tdg_vp_cpuidve_set.c,66,if ((tdx_local_data_ptr->vp_ctx.tdvps->management.cpuid_supervisor_ve != cpuid_ve.supervisor) ||
TDVPS,td_dispatcher/vm_exits/tdg_vp_cpuidve_set.c,67,(tdx_local_data_ptr->vp_ctx.tdvps->management.cpuid_user_ve != cpuid_ve.user))
TDVPS,td_dispatcher/vm_exits/tdg_vp_cpuidve_set.c,74,tdx_local_data_ptr->vp_ctx.tdvps->management.cpuid_supervisor_ve = cpuid_ve.supervisor;
TDVPS,td_dispatcher/vm_exits/tdg_vp_cpuidve_set.c,75,tdx_local_data_ptr->vp_ctx.tdvps->management.cpuid_user_ve = cpuid_ve.user;
TDVPS,td_dispatcher/vm_exits/tdg_vp_rd_wr.c,53,local_data_ptr->vp_ctx.tdvps->guest_state.gpr_state.rdx = MD_FIELD_ID_NA;
TDVPS,td_dispatcher/vm_exits/tdg_vp_rd_wr.c,55,local_data_ptr->vp_ctx.tdvps->guest_state.gpr_state.r8 = 0;
TDVPS,td_dispatcher/vm_exits/tdg_vp_rd_wr.c,57,if (local_data_ptr->vp_ctx.tdvps->guest_state.gpr_state.rcx != 0)
TDVPS,td_dispatcher/vm_exits/tdg_vp_rd_wr.c,66,md_ctx.tdvps_ptr = local_data_ptr->vp_ctx.tdvps;
TDVPS,td_dispatcher/vm_exits/tdg_vp_rd_wr.c,76,local_data_ptr->vp_ctx.tdvps->guest_state.gpr_state.rdx =
TDVPS,td_dispatcher/vm_exits/tdg_vp_rd_wr.c,104,local_data_ptr->vp_ctx.tdvps->guest_state.gpr_state.rdx =
TDVPS,td_dispatcher/vm_exits/tdg_vp_rd_wr.c,111,"TDX_ERROR(""Failed to Read or Write data to a TDVPS field - error = %llx\n"", return_val);"
TDVPS,td_dispatcher/vm_exits/tdg_vp_rd_wr.c,115,local_data_ptr->vp_ctx.tdvps->guest_state.gpr_state.r8 = rd_value;
TDVPS,td_dispatcher/vm_exits/tdg_sys_rd.c,48,local_data_ptr->vp_ctx.tdvps->guest_state.gpr_state.rdx = MD_FIELD_ID_NA;
TDVPS,td_dispatcher/vm_exits/tdg_sys_rd.c,49,local_data_ptr->vp_ctx.tdvps->guest_state.gpr_state.r8  = 0;
TDVPS,td_dispatcher/vm_exits/tdg_sys_rd.c,60,local_data_ptr->vp_ctx.tdvps->guest_state.gpr_state.rdx =
TDVPS,td_dispatcher/vm_exits/tdg_sys_rd.c,76,local_data_ptr->vp_ctx.tdvps->guest_state.gpr_state.r8 = rd_value;
TDVPS,td_dispatcher/vm_exits/tdg_sys_rd.c,80,local_data_ptr->vp_ctx.tdvps->guest_state.gpr_state.rdx =
TDVPS,td_dispatcher/vm_exits/td_ept_violation.c,89,"tdx_local_data_ptr->vp_ctx.tdvps, gpa.raw, gla, 0);"
TDVPS,td_dispatcher/vm_exits/td_ept_violation.c,135,"tdx_local_data_ptr->vp_ctx.tdvps, gpa.raw, gla, 0);"
TDVPS,td_dispatcher/vm_exits/td_xsetbv.c,53,tdvps_t* tdvps_ptr = tdx_local_data_ptr->vp_ctx.tdvps;
TDVPS,td_dispatcher/vm_exits/td_msr_access.c,250,get_local_data()->vp_ctx.tdvps->guest_msr_state.ia32_xss = value.raw;
TDVPS,td_dispatcher/vm_exits/td_msr_access.c,436,"// For the shadow in TDVPS, mark the event as forbidden"
TDVPS,td_dispatcher/vm_exits/td_msr_access.c,443,"// Write the MSR, update the shadow in TDVPS only if write succeeded"
TDVPS,td_dispatcher/vm_exits/td_msr_access.c,516,"// Read the value from TDVPS, not from the h/w"
TDVPS,td_dispatcher/vm_exits/td_msr_access.c,575,tdvps_t* tdvps_p = tdx_local_data_ptr->vp_ctx.tdvps;
TDVPS,td_dispatcher/vm_exits/td_msr_access.c,605,// Write the value to TDVPS.  The h/w is not written.
TDVPS,td_dispatcher/vm_exits/td_msr_access.c,639,// Check and write the value to TDVPS. The h/w is not written.
TDVPS,td_dispatcher/vm_exits/td_msr_access.c,728,tdvps_t* tdvps_p = tdx_local_data_ptr->vp_ctx.tdvps;
TDVPS,td_dispatcher/vm_exits/td_msr_access.c,756,"// Read the value from TDVPS, not from the h/w"
TDVPS,td_dispatcher/vm_exits/td_cpuid.c,76,leaf = (uint32_t)vp_ctx->tdvps->guest_state.gpr_state.rax;
TDVPS,td_dispatcher/vm_exits/td_cpuid.c,77,subleaf = (uint32_t)vp_ctx->tdvps->guest_state.gpr_state.rcx;
TDVPS,td_dispatcher/vm_exits/td_cpuid.c,82,"tdx_inject_ve(VMEXIT_REASON_CPUID_INSTRUCTION, 0, VE_INFO_NON_CONFIG_PARAVIRT, vp_ctx->tdvps, 0, 0, 0);"
TDVPS,td_dispatcher/vm_exits/td_cpuid.c,88,if (((cpl == 0) && vp_ctx->tdvps->management.cpuid_supervisor_ve) ||
TDVPS,td_dispatcher/vm_exits/td_cpuid.c,89,((cpl > 0) && vp_ctx->tdvps->management.cpuid_user_ve))
TDVPS,td_dispatcher/vm_exits/td_cpuid.c,91,"tdx_inject_ve(VMEXIT_REASON_CPUID_INSTRUCTION, 0, VE_INFO_CONFIG_PARAVIRT, vp_ctx->tdvps, 0, 0, 0);"
TDVPS,td_dispatcher/vm_exits/td_cpuid.c,132,return_values.edx = vp_ctx->tdcs->x2apic_ids[vp_ctx->tdvps->management.vcpu_index];
TDVPS,td_dispatcher/vm_exits/td_cpuid.c,140,"tdx_inject_ve(VMEXIT_REASON_CPUID_INSTRUCTION, 0, VE_INFO_CONFIG_PARAVIRT, vp_ctx->tdvps, 0, 0, 0);"
TDVPS,td_dispatcher/vm_exits/td_cpuid.c,152,"tdx_inject_ve(VMEXIT_REASON_CPUID_INSTRUCTION, 0, VE_INFO_CONFIG_PARAVIRT, vp_ctx->tdvps, 0, 0, 0);"
TDVPS,td_dispatcher/vm_exits/td_cpuid.c,158,if (((cpl == 0) && vp_ctx->tdvps->cpuid_control[index].supervisor_ve) || ((cpl > 0) && vp_ctx->tdvps->cpuid_control[index].user_ve))
TDVPS,td_dispatcher/vm_exits/td_cpuid.c,160,"tdx_inject_ve(VMEXIT_REASON_CPUID_INSTRUCTION, 0, VE_INFO_CONFIG_PARAVIRT, vp_ctx->tdvps, 0, 0, 0);"
TDVPS,td_dispatcher/vm_exits/td_cpuid.c,183,"tdx_inject_ve(VMEXIT_REASON_CPUID_INSTRUCTION, 0, VE_INFO_CONFIG_PARAVIRT, vp_ctx->tdvps, 0, 0, 0);"
TDVPS,td_dispatcher/vm_exits/td_cpuid.c,200,"tdx_inject_ve(VMEXIT_REASON_CPUID_INSTRUCTION, 0, VE_INFO_CONFIG_PARAVIRT, vp_ctx->tdvps, 0, 0, 0);"
TDVPS,td_dispatcher/vm_exits/td_cpuid.c,210,"tdx_inject_ve(VMEXIT_REASON_CPUID_INSTRUCTION, 0, VE_INFO_CONFIG_PARAVIRT, vp_ctx->tdvps, 0, 0, 0);"
TDVPS,td_dispatcher/vm_exits/td_cpuid.c,219,"tdx_inject_ve(VMEXIT_REASON_CPUID_INSTRUCTION, 0, VE_INFO_CONFIG_PARAVIRT, vp_ctx->tdvps, 0, 0, 0);"
TDVPS,td_dispatcher/vm_exits/td_cpuid.c,229,"tdx_inject_ve(VMEXIT_REASON_CPUID_INSTRUCTION, 0, VE_INFO_CONFIG_PARAVIRT, vp_ctx->tdvps, 0, 0, 0);"
TDVPS,td_dispatcher/vm_exits/td_cpuid.c,239,"tdx_inject_ve(VMEXIT_REASON_CPUID_INSTRUCTION, 0, VE_INFO_CONFIG_PARAVIRT, vp_ctx->tdvps, 0, 0, 0);"
TDVPS,td_dispatcher/vm_exits/td_cpuid.c,267,cpuid_01_ebx.initial_apic_id = (uint8_t)vp_ctx->tdcs->x2apic_ids[vp_ctx->tdvps->management.vcpu_index];
TDVPS,td_dispatcher/vm_exits/td_cpuid.c,272,cpuid_01_ebx.initial_apic_id = vp_ctx->tdvps->management.vcpu_index;
TDVPS,td_dispatcher/vm_exits/td_cpuid.c,367,return_values.edx = vp_ctx->tdcs->x2apic_ids[vp_ctx->tdvps->management.vcpu_index];
TDVPS,td_dispatcher/vm_exits/td_cpuid.c,372,"tdx_inject_ve(VMEXIT_REASON_CPUID_INSTRUCTION, 0, VE_INFO_CONFIG_PARAVIRT, vp_ctx->tdvps, 0, 0, 0);"
TDVPS,td_dispatcher/vm_exits/td_cpuid.c,392,vp_ctx->tdvps->guest_state.gpr_state.rax = return_values.eax;
TDVPS,td_dispatcher/vm_exits/td_cpuid.c,393,vp_ctx->tdvps->guest_state.gpr_state.rbx = return_values.ebx;
TDVPS,td_dispatcher/vm_exits/td_cpuid.c,394,vp_ctx->tdvps->guest_state.gpr_state.rcx = return_values.ecx;
TDVPS,td_dispatcher/vm_exits/td_cpuid.c,395,vp_ctx->tdvps->guest_state.gpr_state.rdx = return_values.edx;
TDVPS,td_dispatcher/vm_exits/tdg_mr_rtmr_extend.c,61,tdvps_t* tdvps_p = tdx_local_data_ptr->vp_ctx.tdvps;
TDVPS,td_dispatcher/vm_exits/tdg_vp_vmcall.c,50,td_exit_qual.vm = tdx_local_data_ptr->vp_ctx.tdvps->management.curr_vm;
TDVPS,td_dispatcher/vm_exits/tdg_vp_vmcall.c,61,tdx_local_data_ptr->vmm_regs.gprs[i] = tdx_local_data_ptr->vp_ctx.tdvps->guest_state.gpr_state.gprs[i];
TDVPS,td_dispatcher/vm_exits/tdg_vp_vmcall.c,99,// with the guest TD GPR (from TDVPS).
TDVPS,td_dispatcher/vm_exits/td_other_exits.c,112,tdvps_t* tdvps_p = tdx_local_data_ptr->vp_ctx.tdvps;
TDVPS,td_dispatcher/vm_exits/td_other_exits.c,324,if (tdx_local_data_ptr->vp_ctx.tdvps->management.pend_nmi &&
TDVPS,td_dispatcher/vm_exits/td_other_exits.c,325,tdx_local_data_ptr->vp_ctx.tdvps->ve_info.valid == 0)
TDVPS,td_dispatcher/vm_exits/td_other_exits.c,338,tdx_local_data_ptr->vp_ctx.tdvps->management.pend_nmi = false;
TDVPS,td_dispatcher/vm_exits_l2/td_l2_interrupt.c,49,// Read and map L1 PID address.  A shadow copy was stored in TDVPS when the L1 VMCS field was written.
TDVPS,td_dispatcher/vm_exits_l2/td_l2_interrupt.c,128,tdvps_t* tdvps_p = tdx_local_data_ptr->vp_ctx.tdvps;
TDVPS,td_dispatcher/vm_exits_l2/td_l2_interrupt.c,133,// A shadow copy was stored in TDVPS when the L1 VMCS field was written.
TDVPS,td_dispatcher/vm_exits_l2/td_l2_interrupt.c,143,// A shadow copy was been stored in TDVPS when the L1 VMCS field was written.
TDVPS,td_dispatcher/vm_exits_l2/td_l2_ept_violation.c,49,tdvps_t* tdvps_ptr = tdx_local_data_ptr->vp_ctx.tdvps;
TDVPS,td_dispatcher/vm_exits_l2/td_l2_other_exits.c,64,tdvps_t* tdvps_p = tdx_local_data_ptr->vp_ctx.tdvps;
TDVPS,td_dispatcher/vm_exits_l2/td_l2_other_exits.c,158,"// Since we don't set TDVPS.SHADOW_CR0_GUEST_HOST_MASK.TS, we implicitly need to do an L2->L1 exit."
TDVPS,vmm_dispatcher/migration_api_calls/tdh_export_state_vp.c,45,// tdvps
TDVPS,vmm_dispatcher/migration_api_calls/tdh_export_state_vp.c,46,tdvps_t              *tdvps_p = NULL;      // Pinter to the tdvps structure
TDVPS,vmm_dispatcher/migration_api_calls/tdh_export_state_vp.c,128,// Map the multi-page TDVPS structure
TDVPS,vmm_dispatcher/migration_api_calls/tdh_import_state_vp.c,40,"- Initialize fields marked as ""IE*"" (""IE"", ""IES"", ""IESME"" etc.) in the TDVPS and TD VMCS spreadsheets."
TDVPS,vmm_dispatcher/migration_api_calls/tdh_import_state_vp.c,54,"- Initialize fields marked as ""IE"" or ""IES"" in the TDVPS and L2 VMCS spreadsheets."
TDVPS,vmm_dispatcher/migration_api_calls/tdh_import_state_vp.c,69,// tdvps
TDVPS,vmm_dispatcher/migration_api_calls/tdh_import_state_vp.c,70,tdvps_t              *tdvps_p = NULL;      // Pinter to the tdvps structure
TDVPS,vmm_dispatcher/migration_api_calls/tdh_import_state_vp.c,156,// Map the multi-page TDVPS structure
TDVPS,vmm_dispatcher/migration_api_calls/tdh_import_state_vp.c,292,"// Initialize VCPU-scope metadata fields marked as ""IE"" and ""IES"" in the TDVPS and TD VMCS spreadsheets,"
TDVPS,vmm_dispatcher/migration_api_calls/tdg_servtd_rd_wr.c,76,target_uuid.qwords[0] = lp->vp_ctx.tdvps->guest_state.gpr_state.r10;
TDVPS,vmm_dispatcher/migration_api_calls/tdg_servtd_rd_wr.c,77,target_uuid.qwords[1] = lp->vp_ctx.tdvps->guest_state.gpr_state.r11;
TDVPS,vmm_dispatcher/migration_api_calls/tdg_servtd_rd_wr.c,78,target_uuid.qwords[2] = lp->vp_ctx.tdvps->guest_state.gpr_state.r12;
TDVPS,vmm_dispatcher/migration_api_calls/tdg_servtd_rd_wr.c,79,target_uuid.qwords[3] = lp->vp_ctx.tdvps->guest_state.gpr_state.r13;
TDVPS,vmm_dispatcher/migration_api_calls/tdg_servtd_rd_wr.c,84,lp->vp_ctx.tdvps->guest_state.gpr_state.rdx = MD_FIELD_ID_NA;
TDVPS,vmm_dispatcher/migration_api_calls/tdg_servtd_rd_wr.c,86,lp->vp_ctx.tdvps->guest_state.gpr_state.r8 = 0;
TDVPS,vmm_dispatcher/migration_api_calls/tdg_servtd_rd_wr.c,150,lp->vp_ctx.tdvps->guest_state.gpr_state.r10 = target_tdr_ptr->management_fields.td_uuid.qwords[0];
TDVPS,vmm_dispatcher/migration_api_calls/tdg_servtd_rd_wr.c,151,lp->vp_ctx.tdvps->guest_state.gpr_state.r11 = target_tdr_ptr->management_fields.td_uuid.qwords[1];
TDVPS,vmm_dispatcher/migration_api_calls/tdg_servtd_rd_wr.c,152,lp->vp_ctx.tdvps->guest_state.gpr_state.r12 = target_tdr_ptr->management_fields.td_uuid.qwords[2];
TDVPS,vmm_dispatcher/migration_api_calls/tdg_servtd_rd_wr.c,153,lp->vp_ctx.tdvps->guest_state.gpr_state.r13 = target_tdr_ptr->management_fields.td_uuid.qwords[3];
TDVPS,vmm_dispatcher/migration_api_calls/tdg_servtd_rd_wr.c,226,"lp->vp_ctx.tdvps->guest_state.gpr_state.rdx = (md_get_next_element_in_context(field_id.context_code, field_id, md_ctx, access_type, access_qual)).raw;"
TDVPS,vmm_dispatcher/migration_api_calls/tdg_servtd_rd_wr.c,254,lp->vp_ctx.tdvps->guest_state.gpr_state.rdx =
TDVPS,vmm_dispatcher/migration_api_calls/tdg_servtd_rd_wr.c,265,lp->vp_ctx.tdvps->guest_state.gpr_state.r8 = rd_value;
TDVPS,vmm_dispatcher/api_calls/tdh_vp_addcx.c,47,// TDVPS related variables
TDVPS,vmm_dispatcher/api_calls/tdh_vp_addcx.c,49,tdvps_t             * tdvps_ptr = NULL;          // Pointer to the TDVPS (multi-page linear address)
TDVPS,vmm_dispatcher/api_calls/tdh_vp_addcx.c,109,// Map the TDVPS structure.  Note that only the 1st page (TDVPR) is
TDVPS,vmm_dispatcher/api_calls/tdh_vp_addcx.c,159,// Register the new TDCX in its parent TDVPS structure
TDVPS,vmm_dispatcher/api_calls/tdh_vp_create.c,41,// TDVPS related variables
TDVPS,vmm_dispatcher/api_calls/tdh_vp_create.c,43,tdvps_t             * tdvps_ptr;                 // Pointer to the TDVPS (multi-page linear address)
TDVPS,vmm_dispatcher/api_calls/tdh_vp_create.c,107,* Initialize TDVPS management fields.
TDVPS,vmm_dispatcher/api_calls/tdh_mng_rd_wr.c,154,"TDX_ERROR(""Failed to Read or Write data to a TDVPS field - error = %llx\n"", return_val);"
TDVPS,vmm_dispatcher/api_calls/tdh_vp_flush.c,46,// TDVPS related variables
TDVPS,vmm_dispatcher/api_calls/tdh_vp_flush.c,48,tdvps_t             * tdvps_ptr = NULL;                     // Pointer to the TDVPS structure ((Multi-page linear address)
TDVPS,vmm_dispatcher/api_calls/tdh_vp_flush.c,104,// Map the multi-page TDVPS structure
TDVPS,vmm_dispatcher/api_calls/tdh_vp_flush.c,109,"TDX_ERROR(""TDVPS mapping failed\n"");"
TDVPS,vmm_dispatcher/api_calls/tdh_vp_flush.c,133,// Flush the cached VMCSes contents to TDVPS using VMCLEAR
TDVPS,vmm_dispatcher/api_calls/tdh_vp_init.c,96,// TDVPS related variables
TDVPS,vmm_dispatcher/api_calls/tdh_vp_init.c,98,tdvps_t             * tdvps_ptr = NULL;                     // Pointer to the TDVPS structure ((Multi-page linear address)
TDVPS,vmm_dispatcher/api_calls/tdh_vp_init.c,111,uint64_t              init_rcx = td_vcpu_rcx;               // Initial value of RDX in TDVPS
TDVPS,vmm_dispatcher/api_calls/tdh_vp_init.c,178,// Map the multi-page TDVPS structure
TDVPS,vmm_dispatcher/api_calls/tdh_vp_init.c,183,"TDX_ERROR(""TDVPS mapping failed\n"");"
TDVPS,vmm_dispatcher/api_calls/tdh_vp_init.c,191,"TDX_ERROR(""TDVPS is already initialized\n"");"
TDVPS,vmm_dispatcher/api_calls/tdh_vp_init.c,248,*  Initialize the TD VCPU non-GPR register state in TDVPS:
TDVPS,vmm_dispatcher/api_calls/tdh_vp_init.c,254,*  Initialize the TD VCPU MSR state in TDVPS
TDVPS,vmm_dispatcher/api_calls/tdh_vp_init.c,267,// Initialize TDVPS.LBR_DEPTH to MAX_LBR_DEPTH supported on the core
TDVPS,vmm_dispatcher/api_calls/tdh_vp_rd_wr.c,50,// TDVPS related variables
TDVPS,vmm_dispatcher/api_calls/tdh_vp_rd_wr.c,52,tdvps_t             * tdvps_ptr = NULL;                     // Pointer to the TDVPS structure ((Multi-page linear address)
TDVPS,vmm_dispatcher/api_calls/tdh_vp_rd_wr.c,130,// Map the multi-page TDVPS structure
TDVPS,vmm_dispatcher/api_calls/tdh_vp_rd_wr.c,135,"TDX_ERROR(""TDVPS mapping failed\n"");"
TDVPS,vmm_dispatcher/api_calls/tdh_vp_rd_wr.c,200,"TDX_ERROR(""Failed to Read or Write data to a TDVPS field - error = %llx\n"", return_val);"
TDVPS,common/data_structures/td_control_structures.h,210,* The number of VCPUs that are either in TDX non-root mode (TDVPS.STATE == VCPU_ACTIVE)
TDVPS,common/data_structures/td_control_structures.h,211,* or are ready to run (TDVPS.STATE == VCPU_READY).
TDVPS,common/data_structures/td_vmcs_init.h,124,*  @param tdvps_ptr - pointer to TDVPS
TDVPS,common/data_structures/tdx_tdvps.h,25,* @brief TDVPS definitions
TDVPS,common/data_structures/tdx_tdvps.h,54,"TDVPS_PAGES_PER_L2_VM     = 3,    // Number of TDVPS pages per L2 VM"
TDVPS,common/data_structures/tdx_tdvps.h,224,* @brief vcpu state details is a virtual TDVPS field. It is calculated on read
TDVPS,common/data_structures/tdx_tdvps.h,267,* @brief Holds the TDVPS management fields
TDVPS,common/data_structures/tdx_tdvps.h,564,* @brief Holds the 6 pages of TDVPS. The pages need to be contiguous in physical memory
TDVPS,common/data_structures/td_vmcs_init.c,474,// Init shadow mask fields in TDVPS
TDVPS,common/data_structures/tdx_local_data.h,152,tdvps_t *             tdvps;
TDVPS,common/data_structures/tdx_local_data.h,167,* TD states to avoid accessing TDCS and TDVPS in case of a memory integrity error
TDVPS,common/helpers/helpers.c,1113,"// Initialize the guest IA32_MISC_ENABLE image in TDVPS, taking into account the TD's ATTRIBUTES and CPUID_FLAGS."
TDVPS,common/helpers/helpers.c,1228,uint16_t curr_vm = get_local_data()->vp_ctx.tdvps->management.curr_vm;
TDVPS,common/helpers/ipi_helpers.h,59,* @brief Update the TDVPS.VCPU_STATE_DETAILS VINTR_PENDING and VINTR_IN_SERVICE bits for the given VM.
TDVPS,common/helpers/ipi_helpers.h,66,* @brief Update TDVPS.VCPU_STATE_DETAILS and calculate IMM_RESUME_HINT on TD exit
TDVPS,common/helpers/ipi_helpers.h,71,* @brief Update TDVPS.VCPU_STATE_DETAILS on read by L1
TDVPS,common/helpers/helpers.h,890,* @param tdvps_p Linear pointer to the TDVPS - used for #VE if required
TDVPS,common/helpers/helpers.h,1013,"* @brief Map a multi-page TDVPS, composed of a TDVPR page and multiple TDCX pages, as a single"
TDVPS,common/helpers/helpers.h,1020,*          array in the root page of TDVPS.
TDVPS,common/helpers/helpers.h,1024,* @param num_l2_vms - Number of currently deployed L2 VM for this TDVPS
TDVPS,common/helpers/helpers.h,1027,* @return Returns the linear pointer to the TDVPS structure
TDVPS,common/helpers/helpers.h,1050,"* @param tvps_ptr - Pointer to a checked, locked and mapped TDVPS"
TDVPS,common/helpers/helpers.h,1072,"* @param tvps_ptr - Pointer to a checked, locked and mapped TDVPS"
TDVPS,common/helpers/helpers.h,1089,"* @param tvps_ptr - Pointer to a checked, locked and mapped TDVPS"
TDVPS,common/helpers/helpers.h,1097,* @brief This function initialize TDVPS field
TDVPS,common/helpers/helpers.h,1100,"* @param tdvps_ptr - Pointer to a checked, locked and mapped TDVPS"
TDVPS,common/helpers/helpers.h,1134,if (get_local_data()->vp_ctx.tdvps->management.curr_vm != 0)
TDVPS,common/helpers/helpers.h,1158,if (get_local_data()->vp_ctx.tdvps->management.curr_vm != 0)
TDVPS,common/helpers/helpers.h,1500,* @brief Checks the validity the XCR0 that will be set in the TDVPS
TDVPS,common/helpers/helpers.h,1744,* @param tdvps_p - pointer to tdvps
TDVPS,common/helpers/helpers.h,1750,* @param tdvps_p - pointer to tdvps struct
TDVPS,common/helpers/helpers.h,2081,* @param tdvps_p - inear pointer to TDVPS
TDVPS,common/helpers/helpers.h,2099,* @param tdvps_p - inear pointer to TDVPS
TDVPS,common/helpers/helpers.h,2174,* @param tdvps_p - linear pointer to TDVPS
TDVPS,common/helpers/helpers.h,2183,* @param tdvps_p - linear pointer to TDVPS
TDVPS,common/helpers/helpers.h,2190,* @param tdvps_p - linear pointer to TDVPS
TDVPS,common/helpers/helpers.h,2366,local_data_ptr->vp_ctx.tdvps->guest_state.xcr0 = ia32_xgetbv(0);
TDVPS,common/helpers/helpers.h,2377,"ia32_xsetbv(0, local_data_ptr->vp_ctx.tdvps->guest_state.xcr0);"
TDVPS,common/helpers/helpers.h,2482,* the vcpu_state_details fields in the TDVPS structure. These fields allow
TDVPS,common/metadata_handlers/metadata_vp.c,24,* @brief VP-context (TDVPS and TD-VMCS) metadata handler
TDVPS,common/metadata_handlers/metadata_generic.c,157,"// meaning a TD VMCS table, which comes first to the actual TDVPS table"
TDVPS,common/metadata_handlers/metadata_generic.c,295,uint32_t parent_table_idx; // Used for L2 VMCS parent table entry idx (TDVPS table)
TDVPS,common/metadata_handlers/metadata_generic.c,311,// Special case if we finished VMCS table - next is the first from TDVPS table
TDVPS,common/metadata_handlers/metadata_generic.c,312,"// That's because VMCS table has class 0, and it basically precedes the TDVPS table"
TDVPS,common/metadata_handlers/metadata_generic.c,347,// (currently happens only with TD-VMCS table in TDVPS context)
TDVPS,common/metadata_handlers/metadata_generic.c,447,"// In case when we fetched a L2 VMCS 1/2/3 ""parent"" field in TDVPS table"
TDVPS,common/metadata_handlers/metadata_generic.c,467,"// Or remembered from the ""parent"" field in TDVPS table"
TDVPS,common/metadata_handlers/metadata_vp.h,24,* @brief VP-context (TDVPS and TD-VMCS) metadata handler
TDVPS,common/metadata_handlers/metadata_generic.h,100,"MD_CTX_VP  = 2,   // VCPU scope (TDVPS and TD-VMCS)"
TDVPS,common/metadata_handlers/metadata_generic.h,344,* @param md_ctx - Context of current TDR/TDCS/TDVPS pointers
TDVPS,common/metadata_handlers/metadata_generic.h,372,* @param md_ctx - Context of current TDR/TDCS/TDVPS pointers
VEINFO,td_dispatcher/vm_exits/tdg_vp_veinfo_get.c,52,// TDG.VP.VEINFO.GET supports version 1 or 2.  Other version checks are done by the TDCALL dispatcher.
VEINFO,td_dispatcher/vm_exits/tdg_vp_veinfo_get.c,55,"TDX_ERROR(""version %d is not supported by TDG.VP.VEINFO.GET\n"", version);"
VMCS,td_transitions/td_exit.c,119,* Scrub CPU state that is not restored from TD VMCS host state by VM exit
VMCS,td_transitions/td_exit.c,231,*  Use vmwrite to update the following SEAM-VMCS guest fields
VMCS,td_transitions/td_exit.c,489,"// Read RSP, RFLAGS, RIP and SSP from their respective L2 VMCS fields"
VMCS,td_transitions/td_exit.c,575,// TDX-SEAM advances the guest TD RIP (in TD VMCS) to the instruction following TDCALL.
VMCS,td_transitions/td_exit.c,671,"// We are leaving L2, update TDVPS.VCPU_STATE_DETAILS while the VMCS is still active"
VMCS,td_transitions/td_exit.c,678,"// Before VM entry, update the current VM's VMCS' Guest IA32_PERF_GLOBAL_CTRL"
VMCS,td_transitions/td_exit.c,683,"// If IA32_SPEC_CTRL is virtualized, write the VMCS' IA32_SPEC_CTRL shadow"
VMCS,td_transitions/tdh_vp_enter.c,458,// Read the current VM's VMCS
VMCS,td_transitions/tdh_vp_enter.c,557,"// If so, check if it matches the VMCS' exception bitmap and #PF filtering set by the L1 VMM."
VMCS,td_transitions/tdh_vp_enter.c,560,// Convert the VOE fields in the L2 VMCS to exit information fields and mark this as an L2->L1 exit
VMCS,td_transitions/tdh_vp_enter.c,562,"// Update the VMCS fields that we already read, but changed in convert_l2_voe_to_l1_exit"
VMCS,td_transitions/tdh_vp_enter.c,669,bool_t                td_vmcs_loaded = false;      // Indicates whether TD VMCS was loaded
VMCS,td_transitions/tdh_vp_enter.c,825,// Sample current VMCS state for handling stepping filter FILTER_OK_NOTIFY_EPS_FAULT case
VMCS,td_transitions/tdh_vp_enter.c,854,"// being entered, with the values sampled above from the VMCS of the VM that previously exited."
VMCS,td_transitions/tdh_vp_enter.c,1006,"// If IA32_SPEC_CTRL is virtualized, write the VMCS' IA32_SPEC_CTRL shadow"
VMCS,td_transitions/tdh_vp_enter.c,1015,"// Before VM entry, update the current VM's VMCS' Guest IA32_PERF_GLOBAL_CTRL"
VMCS,td_transitions/tdh_vp_enter.c,1050,// Check if we need to load the SEAM VMCS
VMCS,td_transitions/td_exit.h,127,* @brief Routine for handling improper L2 vmcs configuration
VMCS,td_transitions/tdg_vp_enter.c,46,// Read the TDG.VP.ENTER registers list and L2 VMCS
VMCS,td_transitions/tdg_vp_enter.c,47,// Assumes that the active VMCS is the L2 VMCS
VMCS,td_transitions/tdg_vp_enter.c,51,"// Read RSP, RFLAGS, RIP and SSP and VMWRITE to their respective L2 VMCS fields"
VMCS,td_transitions/tdg_vp_enter.c,138,"// Were leaving L1, update TDVPS.VCPU_STATE_DETAILS while the VMCS is still active"
VMCS,td_transitions/tdg_vp_enter.c,156,"// Before VM entry, update the current VM's VMCS' Guest IA32_PERF_GLOBAL_CTRL"
VMCS,td_transitions/tdg_vp_enter.c,208,"// If IA32_SPEC_CTRL is virtualized, write the VMCS' IA32_SPEC_CTRL shadow"
VMCS,td_dispatcher/tdx_td_dispatcher.h,44,* @note Written in assembly and defined as the HOST_RIP in the TD VMCS
VMCS,td_dispatcher/tdx_td_l2_dispatcher.c,352,// Make sure the active VMCS is set to the current VM's VMCS.
VMCS,td_dispatcher/tdx_td_l2_dispatcher.c,374,// if it matches the VMCS' exception bitmap and #PF filtering.
